Go.	Va !
What would you do if you saw a man from another planet?	Que feriez-vous si vous voyiez un homme venant d'une autre planète ?
What's the most convenient way to get to Tokyo Station?	Quelle est la façon la plus simple d'aller à la gare de Tokyo ?
What's wrong with parading around your own house naked?	Quel est le problème de parader nu autour de sa maison ?
When I heard that song, it reminded me of my childhood.	Lorsque j'ai entendu cette chanson, ça m'a rappelé mon enfance.
When he got to the station, the train had already left.	Lorsqu'il atteignit la gare, le train était déjà parti.
When she saw that they had no schools, she started one.	Quand elle vit qu'ils n'avaient pas d'école, elle en créa une.
When summer is over, the days grow shorter and shorter.	Lorsque l'été est fini, les jours raccourcissent de plus en plus.
Whenever I see you, my heart tells me that I'm in love.	Quand je te vois, mon cœur me dit que je suis amoureux.
Whenever I see you, my heart tells me that I'm in love.	À chaque fois que je te vois, mon cœur me dit que je suis amoureux.
Whether he wrote it or not will always remain a secret.	Qu'il l'ait écrit ou non restera toujours un secret.
Whether we win or lose, I won't have any hard feelings.	Que nous gagnions ou perdions, je n'aurai aucune rancune.
While he was lost in thought, he heard his name called.	Perdu dans ses pensées, il entendit lorsque son nom fut appelé.
Who was the first person to break the four-minute mile?	Qui fut la première personne à pulvériser le mille en quatre minutes ?
Who's the person sitting at the other end of the table?	Qui est la personne assise à l'autre bout de la table ?
Women eat lighter meals when they're eating with a guy.	Les femmes mangent des repas plus légers lorsqu'elles mangent avec un type.
Words cannot express the extent to which you are wrong.	Les mots ne peuvent plus décrire à quel point tu es dans l'erreur.
Yesterday, I ran into my teacher at the amusement park.	Hier j'ai rencontré par hasard mon professeur au parc d'attractions.
You are not permitted to bring dogs into this building.	Vous n'êtes pas autorisé à amener des chiens dans ce bâtiment.
You are not permitted to bring dogs into this building.	Vous n'êtes pas autorisée à amener des chiens dans ce bâtiment.
You are not permitted to bring dogs into this building.	Vous n'êtes pas autorisés à amener des chiens dans ce bâtiment.
You are not permitted to bring dogs into this building.	Vous n'êtes pas autorisées à amener des chiens dans ce bâtiment.
You are not permitted to bring dogs into this building.	Tu n'es pas autorisé à amener des chiens dans ce bâtiment.
You are not permitted to bring dogs into this building.	Tu n'es pas autorisée à amener des chiens dans ce bâtiment.
You can see how much difference a few degrees can make.	Vous pouvez voir quelle différence quelques degrés font.
You can't accuse him of stealing unless you have proof.	À moins que vous n'ayez des preuves, vous ne pouvez pas l'accuser de vol.
You can't accuse him of stealing unless you have proof.	À moins que vous n'aies des preuves, tu ne peux pas l'accuser de vol.
You can't just barge in here whenever you feel like it.	Tu ne peux pas simplement faire irruption ici chaque fois que ça te chante.
You can't just barge in here whenever you feel like it.	Vous ne pouvez pas simplement faire irruption ici chaque fois que ça vous chante.
You can't just walk in here and start dictating policy.	Tu ne peux pas entrer ici et commencer à dicter la politique.
You can't just walk in here and start dictating policy.	Vous ne pouvez pas entrer ici et commencer à dicter la politique.
You can't say anything till you know the circumstances.	Tu ne peux rien dire jusqu'à ce que tu connaisses les circonstances.
You don't have to go to the party if you don't want to.	Tu n'es pas obligé d'aller à la fête si tu ne veux pas.
You had better not tell your father about the accident.	Tu ferais mieux de ne pas parler de l'accident à ton père.
You had better not tell your father about the accident.	Vous feriez mieux de ne pas parler de l'accident à votre père.
You had better read a lot of books while you are young.	Tu aurais dû lire beaucoup de livres quand tu étais jeune.
You have bought more postage stamps than are necessary.	Tu as acheté plus de timbres-poste que nécessaire.
You have to take off your shoes before you can come in.	Tu dois ôter tes chaussures avant de pouvoir entrer.
You may as well leave such a decision to your daughter.	Vous pouvez tout aussi bien laisser une telle décision à votre fille.
You may eat anything as long as you don't eat too much.	Tu peux manger de tout pour autant que tu ne manges pas trop.
You must realize that prosperity does not last forever.	Tu dois comprendre que la prospérité ne dure pas éternellement.
You should not give your children everything they want.	Vous ne devriez pas donner à vos enfants tout ce qu'ils veulent.
You should not give your children everything they want.	Tu ne devrais pas donner à tes enfants tout ce qu'ils veulent.
You should really lay off that. It'll ruin your health.	Tu devrais vraiment laisser tomber ça. Ça va ruiner ta santé.
You shouldn't let children play with the kitchen knife.	Tu ne devrais pas laisser les enfants jouer avec le couteau de cuisine.
You will not be able to go through the book so quickly.	Tu ne pourras pas parcourir le livre si vite.
You will not be able to go through the book so quickly.	Vous ne pourrez pas passer en revue le livre aussi vite.
You'd be amazed how much time Tom spends playing games.	Tu serais impressionné de voir combien de temps passe Tom à jouer aux jeux vidéos.
You'll save yourself a lot of time if you take the car.	Vous gagnerez beaucoup de temps si vous prenez la voiture.
You're more beautiful now than the day I first met you.	Tu es plus belle, maintenant, que le jour où je t'ai rencontrée pour la première fois.
You've made no allowance for the fact that he is young.	Tu n'as pas tenu compte du fait qu'il était jeune.
You've made no allowance for the fact that he is young.	Vous n'avez pas tenu compte du fait qu'il était jeune.
You've somehow managed to misconstrue what I have said.	Tu t'es en quelque sorte débrouillé pour mal interpréter ce que j'ai dit.
"Tom and Mary have broken up." "That's ancient history."	« Tom et Mary se sont séparés. » « C'est une histoire ancienne. »
A French translation of this book was published in 2013.	Une traduction française de ce livre a été publiée en 2013.
A capital letter is used at the beginning of a sentence.	On met des majuscules en début de phrase.
A chance like this only comes along once in a blue moon.	Une occasion comme ça n'arrive que tous les trente-six du mois.
A dangerous criminal has escaped from the insane asylum.	Un dangereux criminel s'est échappé de l'asile de fous.
A female friend of mine loves to go to gay bars with me.	Une amie à moi aime se rendre dans les bars homos avec moi.
A good yoga session can limber you up like nothing else.	Une bonne séance de yoga peut t'assouplir comme rien d'autre.
A journey of a thousand miles begins with a single step.	Un voyage de mille milles commence par un simple pas.
A loophole in the law allowed him to escape prosecution.	Un trou dans la législation lui a permis d'échapper à des poursuites.
A lot of students around the world are studying English.	De nombreux étudiants dans le monde étudient l'anglais.
A man's worth lies not in what he has but in what he is.	La valeur d'un homme ne réside pas dans ce qu'il a mais en ce qu'il est.
A rush-hour traffic jam delayed my arrival by two hours.	Un embouteillage durant les heures de pointe a retardé mon arrivée de deux heures.
A slip of the tongue is sometimes fatal to a politician.	Un lapsus est parfois fatal pour les politiciens.
